transaction_id,user_id,card_number,amount,txn_status,timestamp,ip_address,current_latitude,current_longitude,current_country
T100237,U015,4475012425495794,3000,APPROVED,2025-02-10T05:13:00Z,103.25.153.222,40.7128,-74.006,US
T100238,U045,4810476985595924,800,APPROVED,2025-02-10T01:00:00Z,103.25.199.37,28.6139,77.209,IN
T100239,U016,4178998680079906,7500,DECLINED,2025-01-15T13:43:00Z,103.25.199.37,51.5074,-0.1278,UK
T100240,U025,4377140791788260,50,APPROVED,2024-12-11T20:06:00Z,103.25.69.8,-33.8688,151.2093,AU
T100241,U011,4654295713580010,200,DECLINED,2025-01-07T08:21:00Z,103.25.221.102,-33.8688,151.2093,AU
T100242,U012,4427777155944133,200,DECLINED,2025-01-11T17:34:00Z,103.25.221.102,35.6895,139.6917,JP
T100243,U027,4798440738947356,3000,DECLINED,2024-12-21T17:25:00Z,103.25.40.144,1.3521,103.8198,SG
T100244,U039,4815501079858765,400,APPROVED,2024-11-21T02:53:00Z,103.25.119.180,43.6532,-79.3832,CA
T100245,U041,4697537059781160,400,DECLINED,2025-02-01T14:00:00Z,103.25.5.217,-33.8688,151.2093,AU
T100246,U017,4968872379444174,7500,APPROVED,2025-02-12T21:52:00Z,103.25.54.114,-33.8688,151.2093,AU
T100247,U019,4076757405958878,10000,DECLINED,2025-02-08T23:30:00Z,103.25.128.250,35.6895,139.6917,JP
T100248,U044,4295998851325494,20,APPROVED,2024-12-19T04:50:00Z,103.25.119.180,28.6139,77.209,IN
T100249,U015,4475012425495794,1500,DECLINED,2025-02-05T23:15:00Z,103.25.153.222,43.6532,-79.3832,CA
T100250,U045,4810476985595924,5000,APPROVED,2024-11-29T19:42:00Z,103.25.199.37,51.5074,-0.1278,UK
T100251,U012,4427777155944133,1500,APPROVED,2025-02-12T10:29:00Z,103.25.128.250,43.6532,-79.3832,CA
T100252,U018,4813461910159710,20,APPROVED,2025-01-07T19:41:00Z,103.25.69.8,51.5074,-0.1278,UK
T100253,U046,4619564727448964,20,DECLINED,2024-11-23T20:14:00Z,103.25.85.49,28.6139,77.209,IN
T100254,U030,4052153612497166,10000,DECLINED,2025-01-06T15:51:00Z,103.25.69.8,1.3521,103.8198,SG
T100255,U024,4548650786649554,100,DECLINED,2025-01-27T04:07:00Z,103.25.128.250,40.7128,-74.006,US
T100256,U028,4564738488217210,5000,APPROVED,2024-11-21T09:28:00Z,103.25.40.144,28.6139,77.209,IN
T100257,U040,4550390080534426,200,APPROVED,2024-12-29T22:01:00Z,103.25.48.27,51.5074,-0.1278,UK
T100258,U003,4366733370117217,800,APPROVED,2025-01-28T17:26:00Z,103.25.119.180,51.5074,-0.1278,UK
T100259,U050,4670568901956800,800,DECLINED,2025-01-16T09:14:00Z,103.25.199.37,35.6895,139.6917,JP
T100260,U016,4178998680079906,10000,APPROVED,2025-01-14T02:26:00Z,103.25.7.237,28.6139,77.209,IN
T100261,U043,4181966774569602,1500,DECLINED,2024-12-09T00:45:00Z,103.25.40.144,25.2048,55.2708,AE
T100262,U013,4201963422354037,50,APPROVED,2024-11-22T18:42:00Z,103.25.169.130,35.6895,139.6917,JP
T100263,U038,4332810388695264,400,DECLINED,2024-12-23T11:35:00Z,103.25.153.222,25.2048,55.2708,AE
T100264,U047,4819022541148375,400,APPROVED,2025-01-26T13:02:00Z,103.25.169.130,28.6139,77.209,IN
T100265,U008,4120041677504770,200,DECLINED,2024-11-20T21:59:00Z,103.25.128.250,1.3521,103.8198,SG
T100266,U017,4968872379444174,400,DECLINED,2024-11-26T00:48:00Z,103.25.128.250,1.3521,103.8198,SG
T100267,U012,4427777155944133,7500,APPROVED,2024-12-13T07:53:00Z,103.25.69.8,43.6532,-79.3832,CA
T100268,U037,4364849359031879,50,APPROVED,2024-12-17T23:29:00Z,103.25.153.222,28.6139,77.209,IN
T100269,U018,4813461910159710,50,APPROVED,2025-02-17T19:58:00Z,103.25.169.130,-33.8688,151.2093,AU
T100270,U028,4564738488217210,20,DECLINED,2024-11-23T13:14:00Z,103.25.210.19,35.6895,139.6917,JP
T100271,U044,4295998851325494,10000,DECLINED,2024-11-22T06:23:00Z,103.25.221.102,40.7128,-74.006,US
T100272,U038,4332810388695264,20,DECLINED,2024-11-24T21:23:00Z,103.25.221.102,25.2048,55.2708,AE
T100273,U008,4120041677504770,10000,DECLINED,2024-11-23T06:51:00Z,103.25.199.37,51.5074,-0.1278,UK
T100274,U019,4076757405958878,20,APPROVED,2025-02-06T08:54:00Z,103.25.146.40,35.6895,139.6917,JP
T100275,U003,4366733370117217,3000,DECLINED,2025-01-12T16:43:00Z,103.25.48.27,28.6139,77.209,IN
T100276,U030,4052153612497166,800,APPROVED,2024-11-25T00:01:00Z,103.25.119.180,28.6139,77.209,IN
T100277,U028,4564738488217210,800,DECLINED,2024-11-30T13:56:00Z,103.25.7.237,28.6139,77.209,IN
T100278,U005,4053600451708255,200,DECLINED,2025-01-15T15:08:00Z,103.25.210.19,43.6532,-79.3832,CA
T100279,U013,4201963422354037,400,APPROVED,2025-01-13T10:47:00Z,103.25.153.222,1.3521,103.8198,SG
T100280,U023,4014557409669569,400,DECLINED,2024-12-12T10:59:00Z,103.25.199.37,25.2048,55.2708,AE
T100281,U022,4184558821404666,800,DECLINED,2025-01-20T14:22:00Z,103.25.54.114,25.2048,55.2708,AE
T100282,U025,4377140791788260,800,DECLINED,2025-01-23T03:16:00Z,103.25.128.250,25.2048,55.2708,AE
T100283,U017,4968872379444174,50,APPROVED,2024-12-10T16:48:00Z,103.25.146.40,28.6139,77.209,IN
T100284,U023,4014557409669569,1500,DECLINED,2024-12-02T06:01:00Z,103.25.210.19,-33.8688,151.2093,AU
T100285,U043,4181966774569602,5000,APPROVED,2025-01-10T17:31:00Z,103.25.85.49,1.3521,103.8198,SG
T100286,U001,4175959888374840,200,DECLINED,2025-01-14T17:32:00Z,103.25.210.19,35.6895,139.6917,JP
T100287,U009,4539790670957684,1500,DECLINED,2025-01-27T09:18:00Z,103.25.5.217,1.3521,103.8198,SG
T100288,U027,4798440738947356,100,APPROVED,2024-12-20T05:19:00Z,103.25.128.250,51.5074,-0.1278,UK
T100289,U048,4205006583423736,100,DECLINED,2025-01-17T20:04:00Z,103.25.210.19,40.7128,-74.006,US
T100290,U003,4366733370117217,400,APPROVED,2025-01-14T13:39:00Z,103.25.169.130,-33.8688,151.2093,AU
T100291,U021,4539790722675550,1500,APPROVED,2025-01-16T07:25:00Z,103.25.146.40,28.6139,77.209,IN
T100292,U036,4051935252595755,1500,DECLINED,2025-01-04T18:48:00Z,103.25.7.237,25.2048,55.2708,AE
T100293,U031,4506132098000719,5000,DECLINED,2025-01-17T06:14:00Z,103.25.153.222,1.3521,103.8198,SG
T100294,U046,4619564727448964,50,APPROVED,2024-12-05T00:53:00Z,103.25.7.237,35.6895,139.6917,JP
T100295,U048,4205006583423736,5000,DECLINED,2025-01-08T00:51:00Z,103.25.40.144,43.6532,-79.3832,CA
T100296,U009,4539790670957684,10000,DECLINED,2024-12-27T01:51:00Z,103.25.85.49,35.6895,139.6917,JP
T100297,U033,4340687695756764,5000,APPROVED,2024-11-19T18:13:00Z,103.25.7.237,-33.8688,151.2093,AU
T100298,U019,4076757405958878,800,DECLINED,2025-01-31T00:17:00Z,103.25.7.237,43.6532,-79.3832,CA
T100299,U022,4184558821404666,10000,DECLINED,2024-12-25T10:29:00Z,103.25.199.37,35.6895,139.6917,JP
T100300,U042,4242283032023707,20,DECLINED,2025-02-12T05:15:00Z,103.25.69.8,51.5074,-0.1278,UK
T100301,U028,4564738488217210,20,APPROVED,2024-12-09T00:45:00Z,103.25.153.222,25.2048,55.2708,AE
T100302,U049,4590944761272304,5000,DECLINED,2024-12-03T21:04:00Z,103.25.7.237,51.5074,-0.1278,UK
T100303,U040,4550390080534426,800,APPROVED,2024-12-12T11:58:00Z,103.25.210.19,28.6139,77.209,IN
T100304,U001,4175959888374840,100,DECLINED,2025-01-24T05:05:00Z,103.25.119.180,1.3521,103.8198,SG
T100305,U039,4815501079858765,10000,APPROVED,2025-01-06T07:08:00Z,103.25.48.27,25.2048,55.2708,AE
T100306,U030,4052153612497166,7500,DECLINED,2024-11-25T22:47:00Z,103.25.5.217,25.2048,55.2708,AE
T100307,U043,4181966774569602,200,APPROVED,2025-01-03T04:39:00Z,103.25.7.237,-33.8688,151.2093,AU
T100308,U037,4364849359031879,400,DECLINED,2025-02-07T13:09:00Z,103.25.221.102,35.6895,139.6917,JP
T100309,U048,4205006583423736,20,APPROVED,2025-01-23T03:45:00Z,103.25.40.144,28.6139,77.209,IN
T100310,U036,4051935252595755,100,DECLINED,2024-12-15T07:27:00Z,103.25.85.49,40.7128,-74.006,US
T100311,U011,4654295713580010,50,DECLINED,2025-01-02T08:03:00Z,103.25.85.49,28.6139,77.209,IN
T100312,U046,4619564727448964,7500,APPROVED,2025-02-09T06:06:00Z,103.25.210.19,25.2048,55.2708,AE
T100313,U041,4697537059781160,7500,DECLINED,2025-01-05T19:23:00Z,103.25.169.130,25.2048,55.2708,AE
T100314,U027,4798440738947356,200,APPROVED,2024-12-28T08:46:00Z,103.25.85.49,51.5074,-0.1278,UK
T100315,U041,4697537059781160,200,APPROVED,2025-01-26T16:16:00Z,103.25.40.144,35.6895,139.6917,JP
T100316,U043,4181966774569602,400,DECLINED,2024-12-09T02:51:00Z,103.25.54.114,43.6532,-79.3832,CA
T100317,U017,4968872379444174,400,APPROVED,2024-12-16T06:26:00Z,103.25.48.27,1.3521,103.8198,SG
T100318,U009,4539790670957684,200,APPROVED,2025-01-11T17:44:00Z,103.25.7.237,28.6139,77.209,IN
T100319,U030,4052153612497166,5000,DECLINED,2025-01-27T00:02:00Z,103.25.69.8,43.6532,-79.3832,CA
T100320,U045,4810476985595924,10000,DECLINED,2025-01-06T18:08:00Z,103.25.69.8,25.2048,55.2708,AE
T100321,U031,4506132098000719,200,DECLINED,2025-01-07T11:59:00Z,103.25.210.19,-33.8688,151.2093,AU
T100322,U027,4798440738947356,800,APPROVED,2025-02-15T12:43:00Z,103.25.48.27,43.6532,-79.3832,CA
T100323,U015,4475012425495794,400,APPROVED,2025-01-13T14:46:00Z,103.25.69.8,28.6139,77.209,IN
T100324,U048,4205006583423736,10000,APPROVED,2025-01-06T15:27:00Z,103.25.153.222,28.6139,77.209,IN
T100325,U033,4340687695756764,200,APPROVED,2025-01-01T03:13:00Z,103.25.153.222,1.3521,103.8198,SG
T100326,U012,4427777155944133,50,APPROVED,2025-02-07T15:52:00Z,103.25.69.8,-33.8688,151.2093,AU
T100327,U037,4364849359031879,800,DECLINED,2025-02-10T05:38:00Z,103.25.221.102,-33.8688,151.2093,AU
T100328,U007,4478447589560231,400,APPROVED,2024-12-14T10:15:00Z,103.25.54.114,40.7128,-74.006,US
T100329,U002,4488447292387101,200,DECLINED,2025-01-30T15:46:00Z,103.25.5.217,43.6532,-79.3832,CA
T100330,U008,4120041677504770,400,DECLINED,2025-01-09T16:23:00Z,103.25.128.250,28.6139,77.209,IN
T100331,U036,4051935252595755,800,APPROVED,2025-01-30T10:47:00Z,103.25.119.180,35.6895,139.6917,JP
T100332,U011,4654295713580010,1500,APPROVED,2025-01-11T17:08:00Z,103.25.153.222,-33.8688,151.2093,AU
T100333,U050,4670568901956800,800,APPROVED,2025-01-25T04:35:00Z,103.25.69.8,28.6139,77.209,IN
T100334,U007,4478447589560231,50,APPROVED,2024-12-09T18:47:00Z,103.25.210.19,-33.8688,151.2093,AU
T100335,U032,4840776366963157,800,DECLINED,2025-01-08T20:06:00Z,103.25.54.114,40.7128,-74.006,US
T100336,U025,4377140791788260,200,DECLINED,2025-02-08T04:16:00Z,103.25.210.19,40.7128,-74.006,US
T100337,U028,4564738488217210,20,DECLINED,2024-12-11T16:02:00Z,103.25.48.27,43.6532,-79.3832,CA
T100338,U004,4515326900120741,50,DECLINED,2024-12-22T16:47:00Z,103.25.48.27,1.3521,103.8198,SG
T100339,U014,4610176326755020,20,DECLINED,2024-12-07T00:02:00Z,103.25.85.49,51.5074,-0.1278,UK
T100340,U012,4427777155944133,1500,DECLINED,2024-12-18T17:46:00Z,103.25.7.237,1.3521,103.8198,SG
T100341,U030,4052153612497166,50,DECLINED,2024-12-06T17:09:00Z,103.25.5.217,43.6532,-79.3832,CA
T100342,U004,4515326900120741,10000,DECLINED,2025-02-05T20:09:00Z,103.25.221.102,-33.8688,151.2093,AU
T100343,U030,4052153612497166,200,APPROVED,2025-01-23T14:55:00Z,103.25.69.8,-33.8688,151.2093,AU
T100344,U028,4564738488217210,10000,APPROVED,2024-12-12T03:59:00Z,103.25.85.49,28.6139,77.209,IN
T100345,U044,4295998851325494,400,APPROVED,2025-02-03T03:22:00Z,103.25.40.144,1.3521,103.8198,SG
T100346,U006,4664355604898943,400,APPROVED,2025-01-05T21:23:00Z,103.25.169.130,35.6895,139.6917,JP
T100347,U016,4178998680079906,100,APPROVED,2024-12-15T04:54:00Z,103.25.48.27,-33.8688,151.2093,AU
T100348,U012,4427777155944133,20,DECLINED,2025-01-07T01:41:00Z,103.25.85.49,35.6895,139.6917,JP
T100349,U031,4506132098000719,10000,DECLINED,2024-12-29T06:32:00Z,103.25.153.222,43.6532,-79.3832,CA
T100350,U032,4840776366963157,1500,DECLINED,2025-01-22T00:52:00Z,103.25.54.114,43.6532,-79.3832,CA
T100351,U010,4019215168167574,200,DECLINED,2025-01-23T07:42:00Z,103.25.153.222,-33.8688,151.2093,AU
T100352,U032,4840776366963157,200,APPROVED,2025-01-15T03:58:00Z,103.25.119.180,28.6139,77.209,IN
T100353,U035,4360173834839976,400,APPROVED,2024-12-22T03:15:00Z,103.25.153.222,43.6532,-79.3832,CA
T100354,U035,4360173834839976,7500,DECLINED,2024-12-26T03:30:00Z,103.25.169.130,-33.8688,151.2093,AU
T100355,U009,4539790670957684,7500,DECLINED,2025-02-02T20:41:00Z,103.25.5.217,40.7128,-74.006,US
T100356,U046,4619564727448964,3000,APPROVED,2024-11-23T08:29:00Z,103.25.48.27,1.3521,103.8198,SG
T100357,U027,4798440738947356,20,APPROVED,2024-12-21T23:42:00Z,103.25.128.250,1.3521,103.8198,SG
T100358,U012,4427777155944133,7500,DECLINED,2025-01-23T05:26:00Z,103.25.128.250,25.2048,55.2708,AE
T100359,U044,4295998851325494,800,DECLINED,2025-01-12T17:36:00Z,103.25.153.222,35.6895,139.6917,JP
T100360,U038,4332810388695264,50,DECLINED,2025-02-13T12:39:00Z,103.25.54.114,51.5074,-0.1278,UK
T100361,U039,4815501079858765,1500,DECLINED,2025-01-11T03:28:00Z,103.25.48.27,-33.8688,151.2093,AU
T100362,U031,4506132098000719,800,DECLINED,2024-11-19T22:12:00Z,103.25.199.37,43.6532,-79.3832,CA
T100363,U022,4184558821404666,200,APPROVED,2025-01-20T19:41:00Z,103.25.199.37,43.6532,-79.3832,CA
T100364,U022,4184558821404666,1500,APPROVED,2025-01-15T15:41:00Z,103.25.153.222,51.5074,-0.1278,UK
T100365,U036,4051935252595755,1500,APPROVED,2024-11-27T05:17:00Z,103.25.153.222,28.6139,77.209,IN
T100366,U047,4819022541148375,50,APPROVED,2024-12-13T21:13:00Z,103.25.169.130,51.5074,-0.1278,UK
T100367,U012,4427777155944133,3000,DECLINED,2024-11-24T08:02:00Z,103.25.199.37,35.6895,139.6917,JP
T100368,U010,4019215168167574,400,APPROVED,2025-02-05T03:19:00Z,103.25.7.237,25.2048,55.2708,AE
T100369,U041,4697537059781160,7500,DECLINED,2024-12-12T20:06:00Z,103.25.5.217,35.6895,139.6917,JP
T100370,U037,4364849359031879,400,APPROVED,2024-12-28T09:41:00Z,103.25.7.237,1.3521,103.8198,SG
T100371,U026,4597591669186023,200,DECLINED,2025-01-22T09:39:00Z,103.25.119.180,40.7128,-74.006,US
T100372,U029,4401542615062311,3000,DECLINED,2025-02-18T02:10:00Z,103.25.128.250,40.7128,-74.006,US
T100373,U021,4539790722675550,800,DECLINED,2024-12-29T08:20:00Z,103.25.48.27,35.6895,139.6917,JP
T100374,U002,4488447292387101,100,DECLINED,2024-12-16T15:04:00Z,103.25.40.144,28.6139,77.209,IN
T100375,U028,4564738488217210,1500,DECLINED,2024-11-28T04:05:00Z,103.25.5.217,28.6139,77.209,IN
T100376,U001,4175959888374840,7500,DECLINED,2025-02-02T17:03:00Z,103.25.7.237,43.6532,-79.3832,CA
T100377,U042,4242283032023707,5000,APPROVED,2025-02-12T10:09:00Z,103.25.40.144,-33.8688,151.2093,AU
T100378,U032,4840776366963157,5000,DECLINED,2025-01-11T06:35:00Z,103.25.85.49,25.2048,55.2708,AE
T100379,U017,4968872379444174,1500,APPROVED,2025-01-29T01:38:00Z,103.25.210.19,51.5074,-0.1278,UK
T100380,U037,4364849359031879,1500,DECLINED,2024-12-06T10:09:00Z,103.25.199.37,35.6895,139.6917,JP
T100381,U050,4670568901956800,50,APPROVED,2024-12-14T11:33:00Z,103.25.119.180,51.5074,-0.1278,UK
T100382,U028,4564738488217210,1500,DECLINED,2024-11-22T05:14:00Z,103.25.221.102,-33.8688,151.2093,AU
T100383,U034,4167851668553255,5000,APPROVED,2025-01-04T20:50:00Z,103.25.146.40,51.5074,-0.1278,UK
T100384,U026,4597591669186023,200,APPROVED,2025-01-02T21:17:00Z,103.25.153.222,40.7128,-74.006,US
T100385,U041,4697537059781160,20,DECLINED,2025-01-29T16:01:00Z,103.25.54.114,51.5074,-0.1278,UK
T100386,U022,4184558821404666,800,APPROVED,2024-12-05T16:20:00Z,103.25.5.217,43.6532,-79.3832,CA
T100387,U002,4488447292387101,20,APPROVED,2025-01-24T16:23:00Z,103.25.128.250,35.6895,139.6917,JP
T100388,U023,4014557409669569,7500,APPROVED,2024-12-03T12:14:00Z,103.25.119.180,1.3521,103.8198,SG
T100389,U006,4664355604898943,5000,APPROVED,2025-02-08T13:25:00Z,103.25.69.8,35.6895,139.6917,JP
T100390,U050,4670568901956800,7500,DECLINED,2025-02-11T02:21:00Z,103.25.221.102,1.3521,103.8198,SG
T100391,U040,4550390080534426,3000,DECLINED,2024-11-25T16:47:00Z,103.25.7.237,-33.8688,151.2093,AU
T100392,U017,4968872379444174,400,APPROVED,2024-12-31T00:41:00Z,103.25.199.37,40.7128,-74.006,US
T100393,U018,4813461910159710,7500,APPROVED,2024-12-27T12:51:00Z,103.25.48.27,28.6139,77.209,IN
T100394,U044,4295998851325494,10000,DECLINED,2024-11-21T17:48:00Z,103.25.153.222,51.5074,-0.1278,UK
T100395,U011,4654295713580010,1500,DECLINED,2025-02-12T08:57:00Z,103.25.119.180,28.6139,77.209,IN
T100396,U030,4052153612497166,200,DECLINED,2024-11-21T03:49:00Z,103.25.199.37,1.3521,103.8198,SG
T100397,U036,4051935252595755,10000,APPROVED,2025-01-31T15:02:00Z,103.25.5.217,1.3521,103.8198,SG
T100398,U046,4619564727448964,800,DECLINED,2024-11-24T17:25:00Z,103.25.146.40,43.6532,-79.3832,CA
T100399,U015,4475012425495794,3000,DECLINED,2024-11-29T22:28:00Z,103.25.169.130,35.6895,139.6917,JP
T100400,U028,4564738488217210,7500,DECLINED,2025-01-20T03:23:00Z,103.25.7.237,-33.8688,151.2093,AU
T100401,U038,4332810388695264,10000,DECLINED,2025-01-20T04:51:00Z,103.25.128.250,51.5074,-0.1278,UK
T100402,U050,4670568901956800,1500,APPROVED,2025-01-05T05:45:00Z,103.25.210.19,43.6532,-79.3832,CA
T100403,U026,4597591669186023,20,DECLINED,2024-12-24T08:22:00Z,103.25.199.37,35.6895,139.6917,JP
T100404,U047,4819022541148375,7500,DECLINED,2025-02-14T20:47:00Z,103.25.7.237,28.6139,77.209,IN
T100405,U039,4815501079858765,400,APPROVED,2024-12-14T04:53:00Z,103.25.54.114,35.6895,139.6917,JP
T100406,U046,4619564727448964,5000,APPROVED,2025-01-29T20:19:00Z,103.25.54.114,51.5074,-0.1278,UK
T100407,U041,4697537059781160,7500,DECLINED,2025-02-11T23:41:00Z,103.25.210.19,1.3521,103.8198,SG
T100408,U016,4178998680079906,100,DECLINED,2024-11-20T22:47:00Z,103.25.69.8,35.6895,139.6917,JP
T100409,U035,4360173834839976,3000,APPROVED,2025-01-07T19:29:00Z,103.25.69.8,51.5074,-0.1278,UK
T100410,U013,4201963422354037,3000,DECLINED,2025-02-07T13:04:00Z,103.25.221.102,1.3521,103.8198,SG
T100411,U033,4340687695756764,7500,APPROVED,2024-12-31T20:13:00Z,103.25.199.37,25.2048,55.2708,AE
T100412,U016,4178998680079906,10000,DECLINED,2024-12-28T11:24:00Z,103.25.128.250,51.5074,-0.1278,UK
T100413,U042,4242283032023707,50,APPROVED,2024-12-03T02:31:00Z,103.25.199.37,1.3521,103.8198,SG
T100414,U015,4475012425495794,20,DECLINED,2025-02-05T13:36:00Z,103.25.40.144,28.6139,77.209,IN
T100415,U040,4550390080534426,400,APPROVED,2024-12-14T02:16:00Z,103.25.48.27,-33.8688,151.2093,AU
T100416,U014,4610176326755020,400,APPROVED,2025-02-03T06:17:00Z,103.25.169.130,40.7128,-74.006,US
T100417,U025,4377140791788260,5000,APPROVED,2024-12-09T18:27:00Z,103.25.7.237,1.3521,103.8198,SG
T100418,U024,4548650786649554,800,DECLINED,2025-01-26T14:25:00Z,103.25.85.49,51.5074,-0.1278,UK
T100419,U005,4053600451708255,200,APPROVED,2024-12-20T20:33:00Z,103.25.40.144,1.3521,103.8198,SG
T100420,U027,4798440738947356,20,APPROVED,2025-01-17T06:48:00Z,103.25.153.222,25.2048,55.2708,AE
T100421,U042,4242283032023707,20,DECLINED,2024-11-26T06:51:00Z,103.25.85.49,25.2048,55.2708,AE
T100422,U012,4427777155944133,5000,DECLINED,2025-01-28T15:20:00Z,103.25.40.144,1.3521,103.8198,SG
T100423,U044,4295998851325494,100,APPROVED,2024-12-11T10:00:00Z,103.25.48.27,40.7128,-74.006,US
T100424,U005,4053600451708255,10000,APPROVED,2025-01-17T12:09:00Z,103.25.40.144,40.7128,-74.006,US
T100425,U044,4295998851325494,1500,APPROVED,2025-01-06T06:08:00Z,103.25.119.180,-33.8688,151.2093,AU
T100426,U046,4619564727448964,50,APPROVED,2025-02-08T18:34:00Z,103.25.48.27,35.6895,139.6917,JP
T100427,U005,4053600451708255,10000,DECLINED,2024-11-20T02:21:00Z,103.25.5.217,43.6532,-79.3832,CA
T100428,U048,4205006583423736,10000,APPROVED,2025-01-09T01:23:00Z,103.25.40.144,40.7128,-74.006,US
T100429,U050,4670568901956800,400,DECLINED,2025-01-22T00:07:00Z,103.25.210.19,51.5074,-0.1278,UK
T100430,U001,4175959888374840,3000,APPROVED,2025-01-16T16:16:00Z,103.25.54.114,28.6139,77.209,IN
T100431,U008,4120041677504770,400,APPROVED,2024-11-30T18:21:00Z,103.25.210.19,51.5074,-0.1278,UK
T100432,U049,4590944761272304,10000,APPROVED,2025-01-18T15:44:00Z,103.25.40.144,1.3521,103.8198,SG
T100433,U020,4246962095041311,200,DECLINED,2025-01-06T20:08:00Z,103.25.54.114,28.6139,77.209,IN
T100434,U006,4664355604898943,10000,APPROVED,2025-02-16T10:07:00Z,103.25.128.250,35.6895,139.6917,JP
T100435,U044,4295998851325494,100,APPROVED,2024-12-19T07:02:00Z,103.25.54.114,-33.8688,151.2093,AU
T100436,U036,4051935252595755,800,APPROVED,2024-12-31T11:55:00Z,103.25.199.37,28.6139,77.209,IN
T100437,U014,4610176326755020,7500,APPROVED,2024-12-12T21:10:00Z,103.25.153.222,40.7128,-74.006,US
T100438,U026,4597591669186023,3000,APPROVED,2025-01-11T07:12:00Z,103.25.48.27,43.6532,-79.3832,CA
T100439,U009,4539790670957684,5000,APPROVED,2025-01-23T21:53:00Z,103.25.5.217,28.6139,77.209,IN
T100440,U041,4697537059781160,10000,APPROVED,2024-12-13T08:22:00Z,103.25.119.180,35.6895,139.6917,JP
T100441,U013,4201963422354037,10000,APPROVED,2024-12-31T08:53:00Z,103.25.169.130,-33.8688,151.2093,AU
T100442,U042,4242283032023707,10000,APPROVED,2024-11-20T20:31:00Z,103.25.153.222,51.5074,-0.1278,UK
T100443,U040,4550390080534426,800,APPROVED,2024-11-21T04:49:00Z,103.25.54.114,1.3521,103.8198,SG
T100444,U037,4364849359031879,10000,APPROVED,2024-11-25T23:44:00Z,103.25.146.40,43.6532,-79.3832,CA
T100445,U043,4181966774569602,800,APPROVED,2025-02-13T14:59:00Z,103.25.221.102,40.7128,-74.006,US
T100446,U025,4377140791788260,100,DECLINED,2024-12-10T14:42:00Z,103.25.199.37,1.3521,103.8198,SG
T100447,U015,4475012425495794,10000,APPROVED,2024-12-22T16:43:00Z,103.25.169.130,25.2048,55.2708,AE
T100448,U013,4201963422354037,1500,APPROVED,2024-11-20T23:25:00Z,103.25.128.250,35.6895,139.6917,JP
T100449,U041,4697537059781160,5000,DECLINED,2024-11-27T10:22:00Z,103.25.119.180,35.6895,139.6917,JP
T100450,U020,4246962095041311,50,APPROVED,2024-11-22T13:42:00Z,103.25.128.250,40.7128,-74.006,US
T100451,U001,4175959888374840,100,DECLINED,2025-01-26T10:57:00Z,103.25.199.37,43.6532,-79.3832,CA
T100452,U036,4051935252595755,10000,DECLINED,2025-01-15T14:18:00Z,103.25.85.49,25.2048,55.2708,AE
T100453,U048,4205006583423736,400,DECLINED,2025-01-29T22:42:00Z,103.25.128.250,51.5074,-0.1278,UK
T100454,U047,4819022541148375,400,DECLINED,2025-01-15T08:26:00Z,103.25.85.49,28.6139,77.209,IN
T100455,U002,4488447292387101,7500,DECLINED,2025-01-01T00:17:00Z,103.25.169.130,51.5074,-0.1278,UK
T100456,U022,4184558821404666,5000,APPROVED,2025-01-16T11:51:00Z,103.25.48.27,1.3521,103.8198,SG
T100457,U006,4664355604898943,200,APPROVED,2024-11-20T10:25:00Z,103.25.169.130,1.3521,103.8198,SG
T100458,U014,4610176326755020,100,DECLINED,2024-11-19T17:41:00Z,103.25.210.19,28.6139,77.209,IN
T100459,U004,4515326900120741,5000,APPROVED,2024-11-25T20:57:00Z,103.25.48.27,1.3521,103.8198,SG
T100460,U040,4550390080534426,100,DECLINED,2025-02-07T05:16:00Z,103.25.153.222,25.2048,55.2708,AE
T100461,U008,4120041677504770,20,APPROVED,2025-01-16T14:30:00Z,103.25.48.27,35.6895,139.6917,JP
T100462,U020,4246962095041311,800,DECLINED,2024-12-15T11:35:00Z,103.25.54.114,35.6895,139.6917,JP
T100463,U005,4053600451708255,7500,APPROVED,2024-12-14T00:14:00Z,103.25.146.40,28.6139,77.209,IN
T100464,U050,4670568901956800,10000,DECLINED,2025-02-09T07:53:00Z,103.25.85.49,35.6895,139.6917,JP
T100465,U034,4167851668553255,50,DECLINED,2025-02-14T22:22:00Z,103.25.128.250,51.5074,-0.1278,UK
T100466,U041,4697537059781160,10000,DECLINED,2025-01-05T22:20:00Z,103.25.85.49,35.6895,139.6917,JP
T100467,U048,4205006583423736,800,DECLINED,2025-02-04T19:40:00Z,103.25.169.130,35.6895,139.6917,JP
T100468,U030,4052153612497166,1500,APPROVED,2025-01-03T21:28:00Z,103.25.119.180,43.6532,-79.3832,CA
T100469,U013,4201963422354037,7500,DECLINED,2025-01-29T09:54:00Z,103.25.169.130,51.5074,-0.1278,UK
T100470,U024,4548650786649554,5000,APPROVED,2025-02-11T20:57:00Z,103.25.210.19,-33.8688,151.2093,AU
T100471,U039,4815501079858765,20,APPROVED,2024-12-10T19:19:00Z,103.25.48.27,25.2048,55.2708,AE
T100472,U045,4810476985595924,50,APPROVED,2025-02-13T12:22:00Z,103.25.69.8,28.6139,77.209,IN
T100473,U046,4619564727448964,3000,DECLINED,2025-01-13T13:39:00Z,103.25.69.8,28.6139,77.209,IN
T100474,U019,4076757405958878,200,APPROVED,2025-01-26T02:36:00Z,103.25.199.37,40.7128,-74.006,US
